;SVR;HYBRID;ARIMA;MOEX;;0;0;0;0;;;;;;;
173;0,901081105;0,996659608;0,998453381;2924,48;173;0,901081105;0,996659608;0,998453381;2924,48;0,003523214;0,003523214;0,003523214;;;;
174;0,906965912;1,002544415;1,004338188;2941,69;174;0,906965912;1,002544415;1,004338188;2941,69;0,005884807;0,005884807;0,005884807;;;;
175;0,908740402;1,004318905;1,006112678;2936,47;175;0,908740402;1,004318905;1,006112678;2936,47;0,00177449;0,00177449;0,00177449;;;;
176;0,910827942;1,006406446;1,008200219;2942,6;176;0,910827942;1,006406446;1,008200219;2942,6;0,00208754;0,00208754;0,00208754;;;;
177;0,912554307;1,00813281;1,009926583;2947,68;177;0,912554307;1,00813281;1,009926583;2947,68;0,001726364;0,001726364;0,001726364;;;;
178;0,909962438;1,005540942;1,007334714;2955,32;178;0,909962438;1,005540942;1,007334714;2955,32;-0,002591869;-0,002591869;-0,002591869;;;;
179;0,918320247;1,013898751;1,015692523;2930,62;179;0,918320247;1,013898751;1,015692523;2930,62;0,008357809;0,008357809;0,008357809;;;;
180;0,917784524;1,013363028;1,0151568;2929,05;180;0,917784524;1,013363028;1,0151568;2929,05;-0,000535723;-0,000535723;-0,000535723;;;;
181;0,918289807;1,013868311;1,015662084;2927,57;181;0,918289807;1,013868311;1,015662084;2927,57;0,000505283;0,000505283;0,000505283;;;;
182;0,915625482;1,016532637;1,018326409;2935,37;182;0,915625482;1,016532637;1,018326409;2935,37;-0,002664326;0,002664326;0,002664326;;;;
183;0,910791338;1,02136678;1,023160553;2921,18;183;0,910791338;1,02136678;1,023160553;2921,18;-0,004834144;0,004834144;0,004834144;;;;
184;0,923697082;1,034272524;1,036066296;2883,48;184;0,923697082;1,034272524;1,036066296;2883,48;0,012905744;0,012905744;0,012905744;;;;
185;0,92965516;1,040230602;1,042024375;2900,66;185;0,92965516;1,040230602;1,042024375;2900,66;0,005958078;0,005958078;0,005958078;;;;
186;0,930127466;1,040702909;1,042496681;2899,29;186;0,930127466;1,040702909;1,042496681;2899,29;0,000472306;0,000472306;0,000472306;;;;
187;0,940292024;1,050867466;1,052661239;2928,76;187;0,940292024;1,050867466;1,052661239;2928,76;0,010164558;0,010164558;0,010164558;;;;
188;0,945847276;1,056422718;1,058216491;2945,03;188;0,945847276;1,056422718;1,058216491;2945,03;0,005555252;0,005555252;0,005555252;;;;
189;0,950135857;1,060711299;1,062505072;2932,4;189;0,950135857;1,060711299;1,062505072;2932,4;0,004288581;0,004288581;0,004288581;;;;
190;0,957638244;1,068213686;1,070007459;2954,4;190;0,957638244;1,068213686;1,070007459;2954,4;0,007502387;0,007502387;0,007502387;;;;
191;0,967271334;1,077846776;1,079640549;2982,86;191;0,967271334;1,077846776;1,079640549;2982,86;0,00963309;0,00963309;0,00963309;;;;
192;0,971887709;1,082463151;1,084256924;2996,63;192;0,971887709;1,082463151;1,084256924;2996,63;0,004616375;0,004616375;0,004616375;;;;
193;0,975067948;1,08564339;1,087437163;3006,16;193;0,975067948;1,08564339;1,087437163;3006,16;0,003180239;0,003180239;0,003180239;;;;
194;0,977439744;1,088015187;1,089808959;3013,29;194;0,977439744;1,088015187;1,089808959;3013,29;0,002371797;0,002371797;0,002371797;;;;
195;0,98096745;1,091542892;1,093336665;3023,92;195;0,98096745;1,091542892;1,093336665;3023,92;0,003527706;0,003527706;0,003527706;;;;
196;0,975831732;1,09667861;1,098472383;3008,39;196;0,975831732;1,09667861;1,098472383;3008,39;-0,005135718;0,005135718;0,005135718;;;;
197;0,978338056;1,099184934;1,100978707;3015,93;197;0,978338056;1,099184934;1,100978707;3015,93;0,002506324;0,002506324;0,002506324;;;;
198;0,984266576;1,105113454;1,106907226;3033,81;198;0,984266576;1,105113454;1,106907226;3033,81;0,00592852;0,00592852;0,00592852;;;;
199;0,983205204;1,106174825;1,107968598;3030,59;199;0,983205204;1,106174825;1,107968598;3030,59;-0,001061372;0,001061372;0,001061372;;;;
200;0,983287696;1,106257317;1,10805109;3030,84;200;0,983287696;1,106257317;1,10805109;3030,84;8,24922E-05;8,24922E-05;8,24922E-05;;;;
201;0,983561548;1,106531169;1,108324942;3031,67;201;0,983561548;1,106531169;1,108324942;3031,67;0,000273851;0,000273851;0,000273851;;;;
202;0,98976275;1,112732372;1,114526144;3050,47;202;0,98976275;1,112732372;1,114526144;3050,47;0,006201203;0,006201203;0,006201203;;;;
203;0,991270715;1,114240336;1,116034109;3045,87;203;0,991270715;1,114240336;1,116034109;3045,87;0,001507964;0,001507964;0,001507964;;;;
204;1,001284274;1,124253895;1,126047668;3076,37;204;1,001284274;1,124253895;1,126047668;3076,37;0,010013559;0,010013559;0,010013559;;;;
205;1,000471628;1,125066541;1,126860314;3078,87;205;1,000471628;1,125066541;1,126860314;3078,87;-0,000812646;0,000812646;0,000812646;;;;
206;1,010601968;1,135196881;1,136990654;3110,06;206;1,010601968;1,135196881;1,136990654;3110,06;0,01013034;0,01013034;0,01013034;;;;
207;1,013180696;1,13777561;1,139569382;3118,08;207;1,013180696;1,13777561;1,139569382;3118,08;0,002578728;0,002578728;0,002578728;;;;
208;1,014970259;1,139565173;1,141358945;3123,66;208;1,014970259;1,139565173;1,141358945;3123,66;0,001789563;0,001789563;0,001789563;;;;
209;1,023943707;1,14853862;1,150332393;3151,69;209;1,023943707;1,14853862;1,150332393;3151,69;0,008973448;0,008973448;0,008973448;;;;
210;1,030898706;1,155493619;1,157287392;3129,77;210;1,030898706;1,155493619;1,157287392;3129,77;0,006954999;0,006954999;0,006954999;;;;
211;1,031812511;1,156407424;1,158201197;3132,63;211;1,031812511;1,156407424;1,158201197;3132,63;0,000913805;0,000913805;0,000913805;;;;
212;1,039665337;1,164260251;1,166054023;3157,23;212;1,039665337;1,164260251;1,166054023;3157,23;0,007852827;0,007852827;0,007852827;;;;
213;1,052223814;1,176818728;1,1786125;3196,88;213;1,052223814;1,176818728;1,1786125;3196,88;0,012558477;0,012558477;0,012558477;;;;
214;1,059430841;1,184025755;1,185819527;3219,92;214;1,059430841;1,184025755;1,185819527;3219,92;0,007207027;0,007207027;0,007207027;;;;
215;1,062753905;1,187348818;1,189142591;3209,22;215;1,062753905;1,187348818;1,189142591;3209,22;0,003323064;0,003323064;0,003323064;;;;
216;1,073535341;1,198130254;1,199924027;3174,62;216;1,073535341;1,198130254;1,199924027;3174,62;0,010781436;0,010781436;0,010781436;;;;
217;1,084062585;1,208657499;1,210451271;3141,2;217;1,084062585;1,208657499;1,210451271;3141,2;0,010527244;0,010527244;0,010527244;;;;
218;1,085654334;1,210249247;1,21204302;3146,2;218;1,085654334;1,210249247;1,21204302;3146,2;0,001591748;0,001591748;0,001591748;;;;
219;1,105055516;1,229650429;1,231444202;3085,16;219;1,105055516;1,229650429;1,231444202;3085,16;0,019401182;0,019401182;0,019401182;;;;
220;1,114111772;1,238706686;1,240500459;3113,1;220;1,114111772;1,238706686;1,240500459;3113,1;0,009056256;0,009056256;0,009056256;;;;
221;1,119154977;1,24374989;1,245543663;3128,8;221;1,119154977;1,24374989;1,245543663;3128,8;0,005043205;0,005043205;0,005043205;;;;
222;1,125617519;1,250212432;1,252006205;3108,58;222;1,125617519;1,250212432;1,252006205;3108,58;0,006462542;0,006462542;0,006462542;;;;
223;1,13588909;1,260484003;1,262277776;3076,65;223;1,13588909;1,260484003;1,262277776;3076,65;0,010271571;0,010271571;0,010271571;;;;
224;1,137777507;1,26237242;1,264166193;3070,84;224;1,137777507;1,26237242;1,264166193;3070,84;0,001888418;0,001888418;0,001888418;;;;
225;1,146491735;1,271086648;1,272880421;3097,6;225;1,146491735;1,271086648;1,272880421;3097,6;0,008714228;0,008714228;0,008714228;;;;
226;1,151866864;1,276461778;1,27825555;3114,25;226;1,151866864;1,276461778;1,27825555;3114,25;0,005375129;0,005375129;0,005375129;;;;
227;1,157508672;1,282103585;1,283897358;3096,68;227;1,157508672;1,282103585;1,283897358;3096,68;0,005641808;0,005641808;0,005641808;;;;
228;1,160431157;1,28502607;1,286819843;3087,63;228;1,160431157;1,28502607;1,286819843;3087,63;0,002922485;0,002922485;0,002922485;;;;
229;1,168599234;1,293194147;1,29498792;3062,41;229;1,168599234;1,293194147;1,29498792;3062,41;0,008168077;0,008168077;0,008168077;;;;
230;1,180083653;1,304678566;1,306472339;3097,58;230;1,180083653;1,304678566;1,306472339;3097,58;0,011484419;0,011484419;0,011484419;;;;
231;1,188054392;1,312649305;1,314443078;3122,27;231;1,188054392;1,312649305;1,314443078;3122,27;0,007970738;0,007970738;0,007970738;;;;
232;1,191968211;1,316563124;1,318356897;3110,05;232;1,191968211;1,316563124;1,318356897;3110,05;0,003913819;0,003913819;0,003913819;;;;
233;1,196202869;1,320797783;1,322591555;3096,88;233;1,196202869;1,320797783;1,322591555;3096,88;0,004234659;0,004234659;0,004234659;;;;
234;1,200458765;1,325053679;1,326847452;3110,06;234;1,200458765;1,325053679;1,326847452;3110,06;0,004255896;0,004255896;0,004255896;;;;
235;1,21203732;1,336632234;1,338426006;3074,05;235;1,21203732;1,336632234;1,338426006;3074,05;0,011578555;0,011578555;0,011578555;;;;
236;1,225218628;1,349813542;1,351607314;3114,57;236;1,225218628;1,349813542;1,351607314;3114,57;0,013181308;0,013181308;0,013181308;;;;
237;1,228599512;1,353194426;1,354988198;3125,1;237;1,228599512;1,353194426;1,354988198;3125,1;0,003380884;0,003380884;0,003380884;;;;
238;1,234701717;1,35929663;1,361090403;3106,03;238;1,234701717;1,35929663;1,361090403;3106,03;0,006102205;0,006102205;0,006102205;;;;
239;1,267975703;1,392570617;1,394364389;3002,68;239;1,267975703;1,392570617;1,394364389;3002,68;0,033273986;0,033273986;0,033273986;;;;
240;1,263066755;1,387661669;1,389455441;3017,42;240;1,263066755;1,387661669;1,389455441;3017,42;-0,004908948;-0,004908948;-0,004908948;;;;
241;1,296731277;1,42132619;1,423119963;2915,84;241;1,296731277;1,42132619;1,423119963;2915,84;0,033664521;0,033664521;0,033664521;;;;
242;1,341575987;1,4661709;1,467964673;2785,08;242;1,341575987;1,4661709;1,467964673;2785,08;0,04484471;0,04484471;0,04484471;;;;
243;1,334642614;1,473104274;1,474898047;2765,77;243;1,334642614;1,473104274;1,474898047;2765,77;-0,006933374;0,006933374;0,006933374;;;;
244;1,354745514;1,493207175;1,495000947;2821,37;244;1,354745514;1,493207175;1,495000947;2821,37;0,020102901;0,020102901;0,020102901;;;;
245;1,357098981;1,495560641;1,497354414;2828,01;245;1,357098981;1,495560641;1,497354414;2828,01;0,002353467;0,002353467;0,002353467;;;;
246;1,36109826;1,49955992;1,501353693;2816,7;246;1,36109826;1,49955992;1,501353693;2816,7;0,003999279;0,003999279;0,003999279;;;;
247;1,395603177;1,534064837;1,53585861;2719,51;247;1,395603177;1,534064837;1,53585861;2719,51;0,034504917;0,034504917;0,034504917;;;;
248;1,4767097;1,61517136;1,616965133;2498,94;248;1,4767097;1,61517136;1,616965133;2498,94;0,081106523;0,081106523;0,081106523;;;;
249;1,479134728;1,617596388;1,619390161;2492,88;249;1,479134728;1,617596388;1,619390161;2492,88;0,002425028;0,002425028;0,002425028;;;;
250;1,561962622;1,700424282;1,702218055;2286,4;250;1,561962622;1,700424282;1,702218055;2286,4;0,082827894;0,082827894;0,082827894;;;;
251;1,575074938;1,687311966;1,689105738;2316,38;251;1,575074938;1,687311966;1,689105738;2316,38;0,013112316;-0,013112316;-0,013112316;;;;
252;1,596435855;1,708672882;1,710466655;2266,9;252;1,596435855;1,708672882;1,710466655;2266,9;0,021360917;0,021360917;0,021360917;;;;
253;1,577837769;1,690074797;1,69186857;2224,74;253;1,577837769;1,690074797;1,69186857;2224,74;-0,018598085;-0,018598085;-0,018598085;;;;
254;1,62822568;1,740462707;1,74225648;2112,64;254;1,62822568;1,740462707;1,74225648;2112,64;0,05038791;0,05038791;0,05038791;;;;
255;1,70540873;1,817645758;1,819439531;2275,7;255;1,70540873;1,817645758;1,819439531;2275,7;0,077183051;0,077183051;0,077183051;;;;
256;1,729976995;1,842214023;1,844007795;2331,61;256;1,729976995;1,842214023;1,844007795;2331,61;0,024568265;0,024568265;0,024568265;;;;
257;1,763541785;1,875778813;1,877572585;2253,35;257;1,763541785;1,875778813;1,877572585;2253,35;0,03356479;0,03356479;0,03356479;;;;
258;1,83570989;1,947946918;1,949740691;2415,97;258;1,83570989;1,947946918;1,949740691;2415,97;0,072168105;0,072168105;0,072168105;;;;
259;1,850908754;1,963145782;1,964939555;2452,69;259;1,850908754;1,963145782;1,964939555;2452,69;0,015198864;0,015198864;0,015198864;;;;
260;1,866108392;1,97834542;1,980139193;2489,97;260;1,866108392;1,97834542;1,980139193;2489,97;0,015199638;0,015199638;0,015199638;;;;
261;1,901795569;2,014032597;2,01582637;2401,11;261;1,901795569;2,014032597;2,01582637;2401,11;0,035687177;0,035687177;0,035687177;;;;
262;1,915222692;2,000605474;2,002399246;2433,35;262;1,915222692;2,000605474;2,002399246;2433,35;0,013427123;-0,013427123;-0,013427123;;;;
263;1,946233439;2,03161622;2,033409993;2508,81;263;1,946233439;2,03161622;2,033409993;2508,81;0,031010747;0,031010747;0,031010747;;;;
264;1,960263995;2,045646777;2,047440549;2473,61;264;1,960263995;2,045646777;2,047440549;2473,61;0,014030556;0,014030556;0,014030556;;;;
265;1,989508702;2,074891484;2,076685256;2545,95;265;1,989508702;2,074891484;2,076685256;2545,95;0,029244707;0,029244707;0,029244707;;;;
266;1,999830979;2,08521376;2,087007533;2572,23;266;1,999830979;2,08521376;2,087007533;2572,23;0,010322277;0,010322277;0,010322277;;;;
267;2,019409322;2,104792103;2,106585875;2622,59;267;2,019409322;2,104792103;2,106585875;2622,59;0,019578343;0,019578343;0,019578343;;;;
268;2,024042146;2,109424928;2,1112187;2634,74;268;2,024042146;2,109424928;2,1112187;2634,74;0,004632825;0,004632825;0,004632825;;;;
269;2,037470416;2,122853198;2,12464697;2670,12;269;2,037470416;2,122853198;2,12464697;2670,12;0,01342827;0,01342827;0,01342827;;;;
270;2,049323816;2,134706597;2,13650037;2701,77;270;2,049323816;2,134706597;2,13650037;2701,77;0,0118534;0,0118534;0,0118534;;;;
271;2,05817357;2,125856843;2,127650616;2677,86;271;2,05817357;2,125856843;2,127650616;2677,86;0,008849754;-0,008849754;-0,008849754;;;;
272;2,076475498;2,144158771;2,145952544;2628,85;272;2,076475498;2,144158771;2,145952544;2628,85;0,018301928;0,018301928;0,018301928;;;;
273;2,077609073;2,143025195;2,144818968;2631,83;273;2,077609073;2,143025195;2,144818968;2631,83;0,001133576;-0,001133576;-0,001133576;;;;
274;2,128102456;2,193518578;2,195312351;2498,94;274;2,128102456;2,193518578;2,195312351;2498,94;0,050493383;0,050493383;0,050493383;;;;
275;2,13454919;2,187071845;2,188865618;2515,05;275;2,13454919;2,187071845;2,188865618;2515,05;0,006446733;-0,006446733;-0,006446733;;;;
276;2,142469509;2,194992165;2,196785937;2534,97;276;2,142469509;2,194992165;2,196785937;2534,97;0,00792032;0,00792032;0,00792032;;;;
277;2,146019847;2,198542503;2,200336275;2525,97;277;2,146019847;2,198542503;2,200336275;2525,97;0,003550338;0,003550338;0,003550338;;;;
278;2,161043779;2,213566434;2,215360207;2488,02;278;2,161043779;2,213566434;2,215360207;2488,02;0,015023931;0,015023931;0,015023931;;;;
279;2,195364242;2,247886898;2,24968067;2573,41;279;2,195364242;2,247886898;2,24968067;2573,41;0,034320464;0,034320464;0,034320464;;;;
280;2,205467568;2,257990224;2,259783996;2599,41;280;2,205467568;2,257990224;2,259783996;2599,41;0,010103326;0,010103326;0,010103326;;;;
281;2,219847755;2,27237041;2,274164182;2562,03;281;2,219847755;2,27237041;2,274164182;2562,03;0,014380186;0,014380186;0,014380186;;;;
282;2,223313756;2,268904408;2,270698181;2570,91;282;2,223313756;2,268904408;2,270698181;2570,91;0,003466002;-0,003466002;-0,003466002;;;;
283;2,239389776;2,284980428;2,286774201;2612,24;283;2,239389776;2,284980428;2,286774201;2612,24;0,01607602;0,01607602;0,01607602;;;;
284;2,258874969;2,304465621;2,306259393;2663,14;284;2,258874969;2,304465621;2,306259393;2663,14;0,019485193;0,019485193;0,019485193;;;;
285;2,263598716;2,299741874;2,301535646;2650,56;285;2,263598716;2,299741874;2,301535646;2650,56;0,004723747;-0,004723747;-0,004723747;;;;
286;2,273377781;2,309520939;2,311314712;2624,64;286;2,273377781;2,309520939;2,311314712;2624,64;0,009779066;0,009779066;0,009779066;;;;
287;2,284377385;2,320520543;2,322314316;2653,51;287;2,284377385;2,320520543;2,322314316;2653,51;0,010999604;0,010999604;0,010999604;;;;
288;2,292445943;2,328589101;2,330382874;2632,1;288;2,292445943;2,328589101;2,330382874;2632,1;0,008068558;0,008068558;0,008068558;;;;
289;2,2931678;2,327867244;2,329661017;2634;289;2,2931678;2,327867244;2,329661017;2634;0,000721857;-0,000721857;-0,000721857;;;;
290;2,290301438;2,325000881;2,326794654;2641,55;290;2,290301438;2,325000881;2,326794654;2641,55;-0,002866363;-0,002866363;-0,002866363;;;;
291;2,290486935;2,325186378;2,326980151;2642,04;291;2,290486935;2,325186378;2,326980151;2642,04;0,000185497;0,000185497;0,000185497;;;;
292;2,304513974;2,339213418;2,341007191;2604,98;292;2,304513974;2,339213418;2,341007191;2604,98;0,01402704;0,01402704;0,01402704;;;;
293;2,310145496;2,344844939;2,346638712;2590,31;293;2,310145496;2,344844939;2,346638712;2590,31;0,005631521;0,005631521;0,005631521;;;;
294;2,311535291;2,346234734;2,348028507;2593,91;294;2,311535291;2,346234734;2,348028507;2593,91;0,001389795;0,001389795;0,001389795;;;;
295;2,350218206;2,384917649;2,386711422;2694,25;295;2,350218206;2,384917649;2,386711422;2694,25;0,038682915;0,038682915;0,038682915;;;;
296;2,343734026;2,391401829;2,393195601;2711,72;296;2,343734026;2,391401829;2,393195601;2711,72;-0,006484179;0,006484179;0,006484179;;;;
297;2,365517249;2,413185051;2,414978824;2770,79;297;2,365517249;2,413185051;2,414978824;2770,79;0,021783222;0,021783222;0,021783222;;;;
298;2,384327768;2,431995571;2,433789343;2718,67;298;2,384327768;2,431995571;2,433789343;2718,67;0,01881052;0,01881052;0,01881052;;;;
299;2,387744881;2,435412683;2,437206455;2709,38;299;2,387744881;2,435412683;2,437206455;2709,38;0,003417112;0,003417112;0,003417112;;;;
300;2,405664109;2,453331912;2,455125684;2757,93;300;2,405664109;2,453331912;2,455125684;2757,93;0,017919229;0,017919229;0,017919229;;;;
301;2,404253631;2,451921433;2,453715206;2754,04;301;2,404253631;2,451921433;2,453715206;2754,04;-0,001410478;-0,001410478;-0,001410478;;;;
302;2,408981231;2,456649034;2,458442806;2741,02;302;2,408981231;2,456649034;2,458442806;2741,02;0,0047276;0,0047276;0,0047276;;;;
303;2,423194918;2,47086272;2,472656493;2779,98;303;2,423194918;2,47086272;2,472656493;2779,98;0,014213687;0,014213687;0,014213687;;;;
304;2,439436042;2,487103844;2,488897617;2734,83;304;2,439436042;2,487103844;2,488897617;2734,83;0,016241124;0,016241124;0,016241124;;;;
305;2,445070762;2,492738564;2,494532337;2750,24;305;2,445070762;2,492738564;2,494532337;2750,24;0,00563472;0,00563472;0,00563472;;;;
306;2,461894748;2,50956255;2,511356323;2796,51;306;2,461894748;2,50956255;2,511356323;2796,51;0,016823986;0,016823986;0,016823986;;;;
307;2,474256585;2,521924387;2,52371816;2831,08;307;2,474256585;2,521924387;2,52371816;2831,08;0,012361837;0,012361837;0,012361837;;;;
308;2,497152441;2,544820243;2,546614016;2766,26;308;2,497152441;2,544820243;2,546614016;2766,26;0,022895856;0,022895856;0,022895856;;;;
309;2,506724932;2,554392734;2,556186507;2792,74;309;2,506724932;2,554392734;2,556186507;2792,74;0,009572491;0,009572491;0,009572491;;;;
310;2,507999666;2,553118001;2,557461241;2796,3;310;2,507999666;2,553118001;2,557461241;2796,3;0,001274734;-0,001274734;0,001274734;;;;
311;2,508142712;2,553261047;2,557604287;2795,9;311;2,508142712;2,553261047;2,557604287;2795,9;0,000143046;0,000143046;0,000143046;;;;
312;2,511976898;2,549426861;2,553770101;2785,18;312;2,511976898;2,549426861;2,553770101;2785,18;0,003834186;-0,003834186;-0,003834186;;;;
313;2,526834106;2,564284069;2,56862731;2743,8;313;2,526834106;2,564284069;2,56862731;2743,8;0,014857209;0,014857209;0,014857209;;;;
314;2,535850799;2,573300762;2,577644002;2719,06;314;2,535850799;2,573300762;2,577644002;2719,06;0,009016692;0,009016692;0,009016692;;;;
315;2,546604515;2,584054478;2,588397718;2748,3;315;2,546604515;2,584054478;2,588397718;2748,3;0,010753716;0,010753716;0,010753716;;;;
316;2,549588178;2,587038141;2,591381381;2740,1;316;2,549588178;2,587038141;2,591381381;2740,1;0,002983663;0,002983663;0,002983663;;;;
317;2,555343442;2,592793405;2,597136645;2724,33;317;2,555343442;2,592793405;2,597136645;2724,33;0,005755264;0,005755264;0,005755264;;;;
318;2,567948376;2,605398339;2,609741579;2758,67;318;2,567948376;2,605398339;2,609741579;2758,67;0,012604934;0,012604934;0,012604934;;;;
319;2,566273656;2,607073059;2,611416299;2763,29;319;2,566273656;2,607073059;2,611416299;2763,29;-0,00167472;0,00167472;0,00167472;;;;
320;2,576652588;2,617451992;2,621795232;2791,97;320;2,576652588;2,617451992;2,621795232;2791,97;0,010378932;0,010378932;0,010378932;;;;
321;2,587834657;2,62863406;2,6329773;2760,75;321;2,587834657;2,62863406;2,6329773;2760,75;0,011182069;0,011182069;0,011182069;;;;
322;2,588193255;2,628275462;2,632618702;2761,74;322;2,588193255;2,628275462;2,632618702;2761,74;0,000358598;-0,000358598;-0,000358598;;;;
323;2,590441837;2,630524044;2,634867285;2767,95;323;2,590441837;2,630524044;2,634867285;2767,95;0,002248582;0,002248582;0,002248582;;;;
324;2,599383473;2,63946568;2,64380892;2743,2;324;2,599383473;2,63946568;2,64380892;2743,2;0,008941636;0,008941636;0,008941636;;;;
325;2,61600275;2,656084957;2,660428197;2788,79;325;2,61600275;2,656084957;2,660428197;2788,79;0,016619277;0,016619277;0,016619277;;;;
326;2,620617654;2,660699861;2,665043101;2801,66;326;2,620617654;2,660699861;2,665043101;2801,66;0,004614905;0,004614905;0,004614905;;;;
327;2,63258199;2,672664197;2,677007437;2835,18;327;2,63258199;2,672664197;2,677007437;2835,18;0,011964335;0,011964335;0,011964335;;;;
328;2,636098521;2,676180728;2,680523968;2825,21;328;2,636098521;2,676180728;2,680523968;2825,21;0,003516532;0,003516532;0,003516532;;;;
329;2,639418629;2,679500835;2,683844076;2815,83;329;2,639418629;2,679500835;2,683844076;2815,83;0,003320107;0,003320107;0,003320107;;;;
330;2,65128014;2,691362347;2,695705587;2782,43;330;2,65128014;2,691362347;2,695705587;2782,43;0,011861512;0,011861512;0,011861512;;;;
331;2,657932599;2,698014805;2,702358046;2800,94;331;2,657932599;2,698014805;2,702358046;2800,94;0,006652458;0,006652458;0,006652458;;;;
332;2,670124934;2,710207141;2,714550381;2766,79;332;2,670124934;2,710207141;2,714550381;2766,79;0,012192335;0,012192335;0,012192335;;;;
333;2,678166744;2,718248951;2,722592191;2744,54;333;2,678166744;2,718248951;2,722592191;2744,54;0,00804181;0,00804181;0,00804181;;;;
334;2,679394637;2,719476844;2,723820084;2747,91;334;2,679394637;2,719476844;2,723820084;2747,91;0,001227892;0,001227892;0,001227892;;;;
335;2,67499129;2,715073497;2,719416737;2760,01;335;2,67499129;2,715073497;2,719416737;2760,01;-0,004403347;-0,004403347;-0,004403347;;;;
336;2,680346343;2,72042855;2,72477179;2774,79;336;2,680346343;2,72042855;2,72477179;2774,79;0,005355053;0,005355053;0,005355053;;;;
337;2,690238984;2,730321191;2,734664431;2802,24;337;2,690238984;2,730321191;2,734664431;2802,24;0,009892641;0,009892641;0,009892641;;;;
338;2,698614426;2,738696633;2,743039873;2825,71;338;2,698614426;2,738696633;2,743039873;2825,71;0,008375443;0,008375443;0,008375443;;;;
339;2,69545062;2,74186044;2,74620368;2834,65;339;2,69545062;2,74186044;2,74620368;2834,65;-0,003163807;0,003163807;0,003163807;;;;
340;2,701497221;2,747907042;2,752250282;2851,79;340;2,701497221;2,747907042;2,752250282;2851,79;0,006046602;0,006046602;0,006046602;;;;
341;2,697524278;2,751879985;2,756223225;2863,12;341;2,697524278;2,751879985;2,756223225;2863,12;-0,003972943;0,003972943;0,003972943;;;;
342;2,705124379;2,759480085;2,763823326;2884,88;342;2,705124379;2,759480085;2,763823326;2884,88;0,007600101;0,007600101;0,007600101;;;;
343;2,708788309;2,763144016;2,767487256;2895,45;343;2,708788309;2,763144016;2,767487256;2895,45;0,003663931;0,003663931;0,003663931;;;;
344;2,716721446;2,771077152;2,775420393;2918,42;344;2,716721446;2,771077152;2,775420393;2918,42;0,007933136;0,007933136;0,007933136;;;;
345;2,728984931;2,783340638;2,787683878;2882,63;345;2,728984931;2,783340638;2,787683878;2882,63;0,012263485;0,012263485;0,012263485;;;;
